"","display_id","site_name","primary_agency_type","address","web_url","apa_accred","number_of_slots","high_stipend","appi_intervention_hours","appi_assess_hours","chance_of_interview","chance_of_intership"
"6241",807,"Tuscaloosa VA Medical Center","Veterans Affairs Medical Center","3701 Loop Road EastDept. of Psychology 116BTuscaloosa, Alabama 35404","http://www.tuscaloosa.va.gov/TUSCALOOSA/services/Psychology.asp","Accredited",4,23974,500,250,0.55,0.12
"6253",856,"U. S. Medical Center for Federal Prisoners","Prison or Other Correctional Facility","1900 W. Sunshine St. Springfield, Missouri 65807","http://www.bop.gov//jobs/students/psychology.jsp","Accredited",4,50600,500,150,0.29,0.14
"6265",737,"UAB-BVAMC Clinical Psychology Internship Consortium","Consortium","1720 2nd Avenue South, VH Box 802 Birmingham, Alabama 35294-0019","http://www.uab.edu/medicine/psychiatry/education","Accredited",8,25051,0,0,0.44,0.15
"6277",637,"UNC-Charlotte","University Counseling Center","9201 University City Boulevard Charlotte, North Carolina 28223-0001","http://www.counselingcenter.uncc.edu/","Accredited",3,24000,500,0,0.33,0.1
"6289",442,"University Behavioral Health Care- Rutgers, The State University of New Jersey","Community Mental Health Center","671 Hoes Lane Piscataway, New Jersey 08854-5635","http://www.ubhc.rutgers.edu/psyinweb/","Accredited",5,25000,450,30,0.46,0.08
"6301",1748,"University Healthcare","Academic Health Center","2004 Professional Court Martinsburg, West Virginia 25401","http://wvu-uhp.com/Specialty-Care/BMP.aspx","Not Accredited",2,27000,0,0,1,0.22
"6313",234,"University of  Massachusetts Medical School/Worcester Recovery Center and Hospital (formerly Worcester State Hospital)","State/County/Other Public Hospital","Worcester Recovery Center and Hospital309 Belmont StreetWorcester, Massachusetts 01604-1695","http://www.umassmed.edu/psychiatry/internship","Accredited",4,20000,0,0,0.25,0.12
"6325",255,"University of Akron","University Counseling Center","Counseling and Testing Center 306 Simmons Hall The University of AkronAkron, Ohio 44325-4303","http://www.uakron.edu/counseling/","Accredited",3,27000,300,0,0.41,0.09
"6337",759,"University of Arkansas for Medical Sciences","Medical School","UAMS Clinical Psychology Internship 11 Children's Way,Slot 654Little Rock, Arkansas 72202","http://psychiatry.uams.edu/education/clinical-psychology-internship/","Accredited",3,30200,600,200,0.52,0.1
"6349",104,"University of California - Los Angeles","University Counseling Center","John Wooden Center WestBox951556Los Angeles, California 90095-1556","http://www.caps.ucla.edu","Accredited",4,30000,500,0,0.2,0.11
"6361",854,"University of California - Los Angeles (UCLA)","Medical School","760 Westwood Plaza, Room #37-356 Los Angeles, California 90095","http://www.semel.ucla.edu/psychology/internship/","Accredited",14,28710,0,0,0.35,0.14
"6373",368,"University of California, Berkeley","University Counseling Center","The Tang Center2222 Bancroft WayBerkeley, California 94720-4304","http://www.uhs.berkeley.edu/home/joinourteam/index.shtml","Accredited",3,29255,500,0,0.3,0.07
"6385",677,"University of California, Davis","University Counseling Center","219 North HallOne Shields AvenueDavis, California 95616-8568","http://shcs.ucdavis.edu/about/employment-caps-training.html","Accredited",4,30000,500,0,0.22,0.12
"6397",165,"University of California, Davis Children's Hospital","Medical School","3671 Business Drive Sacramento, California 95820","http://www.ucdmc.ucdavis.edu/caare","Accredited",4,37191,0,500,0.15,0.2
"6409",516,"University of California, Irvine","University Counseling Center","203 Student Services I Irvine, California 92697-2200","http://www.counseling.uci.edu","Accredited",4,29730,500,0,0.21,0.13
"6421",215,"University of California, Riverside","University Counseling Center","Veitch Student Center, North Wing Riverside, California 92521-0302","http://counseling.ucr.edu/education-training/doctoralinternship.html","Accredited",3,24133,500,0,0.36,0.14
"6433",373,"University of California, San Francisco","Medical School","Clinical Psychology Training Program401 Parnassus Avenue, CPTSan Francisco, California 94143-0984","http://psych.ucsf.edu/education/cptp/","Accredited",4,31382,400,0,0.27,0.17
"6445",181,"University of California, Santa Barbara","University Counseling Center","Counseling and Psychological ServicesUniversity of California, Santa BarbaraSanta Barbara, California 93106-7140","http://counseling.ucsb.edu","Accredited",3,28251,500,0,0.25,0.09
"6457",115,"University of California, Santa Cruz","University Counseling Center","1156 High Street Santa Cruz, California 95064","https://caps.ucsc.edu","Accredited",3,32000,500,0,0.31,0.09
"6469",729,"University of Central Florida (UCF)","University Counseling Center","P.O. Box 163170 Orlando, Florida 32816-3170","http://counseling.sdes.ucf.edu/training","Accredited",3,26000,500,25,0.33,0.11
"6481",199,"University of Colorado at Boulder","Academic Health Center","UCB - 119 Boulder, Colorado 80309-0119","http://www.colorado.edu/healthcenter/","Accredited",3,25400,900,100,0.43,0.12
"6493",396,"University of Colorado School of Medicine (previously UCDHSC)","Medical School","University of Colorado School of Medicine, F54613121 East 17th Ave. C234Aurora, Colorado 80045","http://www.ucdenver.edu/academics/colleges/medicalschool/departments/familymed/education/predocpsych/Pages/ProgramOverview.aspx","Accredited",4,22920,350,100,0.21,0.15
"6505",9,"University of Connecticut","University Counseling Center","337 Mansfield RoadUnit 1255Storrs, Connecticut 06269-1255","http://www.counseling.uconn.edu/","Accredited",3,25000,500,0,0.43,0.13
"6517",333,"University of Delaware","University Counseling Center","261 Perkins Student Center Newark, Delaware 19716-6501","http://www.udel.edu/Counseling/","Accredited",4,30000,500,0,0.22,0.15
"6529",563,"University of Florida","University Counseling Center","3190 Radio RoadPO Box 112662Gainesville, Florida 32611-2662","http://www.counseling.ufl.edu","Accredited",5,30000,0,0,0.28,0.14
"6541",363,"University of Florida Health Science Center","Academic Health Center","101 S. Newell DriveP.O. Box 100165Gainesville, Florida 32610-0165","http://chp.phhp.ufl.edu","Accredited",14,21500,0,0,0.34,0.23
"6553",93,"University of Hawaii at Manoa","University Counseling Center","2600 Campus Road, QLC 312 Honolulu, Hawaii 96822-2205","http://manoa.hawaii.edu/counseling/","Accredited",3,24000,500,0,0.24,0.12
"6565",696,"University of Houston","University Counseling Center","226 Student Service Center 1 Houston, Texas 77204-3026","http://www.uh.edu/caps","Accredited",4,24918,450,0,0.34,0.12
"6577",824,"University of Houston- Clear Lake; Counseling Services","University Counseling Center","University of Houston-Clear Lake2700 Bay Area Blvd, Box 331Houston, Texas 77058-1002","http://www.uhcl.edu/counselingservices","Accredited",3,27810,0,0,0.46,0.08
"6589",250,"University of Idaho","University Counseling Center","Mary E. Forney Hall 3rd Floor875 Perimeter Dr. MS 3140Moscow, Idaho 83844-3140","http://www.uidaho.edu/ctc","Accredited",4,25000,475,50,0.3,0.09
"6601",302,"University of Illinois @ Urbana-Champaign","University Counseling Center","610 E. John Street110 Student Services BuildingChampaign, Illinois 61820","http://www.counselingcenter.illinois.edu","Accredited",4,25800,250,0,0.37,0.1
"6613",327,"University of Illinois at Chicago","University Counseling Center","1200 W Harrison Ste. 2010 Chicago, Illinois 60607-7164","http://uic.edu/depts/counseling/training.shtml","Accredited",4,25000,500,0,0.29,0.1
"6625",748,"University of Illinois at Chicago","Medical School","Institute for Juvenile Research (M/C 747)1747 W. Roosevelt Rd., Rm. 155Chicago, Illinois 60608","http://www.psych.uic.edu","Accredited",6,25000,500,0,0.22,0.14
"6637",207,"University of Iowa","University Counseling Center","UCS3223 Westlawn SouthIowa City, Iowa 52242-1100","http://www.uiowa.edu/ucs","Accredited",3,26250,300,0,0.52,0.1
"6649",375,"University of Kansas","University Counseling Center","1200 Schwegler Drive - Room 2100 Lawrence, Kansas 66045-7538","http://www.caps.ku.edu","Accredited",3,26360,300,25,0.43,0.12
"6661",825,"University of Kansas Medical Center","Medical School","Division of Psychology3901 Rainbow Blvd.Mail Stop 4015Kansas City, Kansas 66160","http://www.kumc.edu/school-of-medicine/psychiatry-and-behavioral-sciences/clinical-psychology-training-programs/predoctoral-internship-program.html","Accredited",4,30000,0,0,0.26,0.17
"6673",389,"University of Kentucky","University Counseling Center","106Frazee Hall Lexington, Kentucky 40506-0031","http://www.uky.edu/StudentAffairs/Counseling/","Accredited",4,27000,500,0,0.42,0.12
"6685",797,"University of Louisville School of Medicine","Child/Adolescent Psychiatric or Pediatrics","Division of Child & Adolescent Psychiatry, & Psychology The Bingham Clinic200 East Chestnut StreetLouisville, Kentucky 40202","https://louisville.edu/medschool/pediatrics/clinical/sections-divisions/psychiatry/psychology-intern","Accredited",3,21000,0,0,Inf,0.09
"6697",699,"University of Maine","University Counseling Center","5721 Cutler Health Building, Rm. 125 Orono, Maine 04469-5721","http://www.umaine.edu/counseling","Accredited",3,25085,400,0,0.4,0.12
"6709",381,"University of Manitoba","University Counseling Center","474 University Centre Winnipeg, Manitoba R3T 2N2","http://www.umanitoba.ca/student/counselling/intern/index.html","Not Accredited",2,32342,0,0,0.82,0.11
"6721",177,"University of Manitoba Clinical Psychology Residency","Academic Health Center","PZ-350, 771 Bannatyne AvenueHealth Sciences CentreWinnipeg, Manitoba R3E 3N4","http://www.umanitoba.ca/medicine/clinical_health_psych","Not Accredited",8,56061,0,0,0.68,0.12
"6733",571,"University of Maryland","University Counseling Center","Shoemaker BuildingCollege Park, Maryland 20742-8111","http://www.counseling.umd.edu/CS/doctoral_internship.php","Accredited",4,36437,500,0,0.31,0.11
"6745",838,"University of Maryland, Baltimore County (UMBC)","University Counseling Center","1000 Hilltop CircleStudent Development and Success CenterBaltimore, Maryland 21250","http://www.umbc.edu/counseling","Accredited",3,24500,500,10,0.24,0.06
"6757",701,"University of Massachusetts","University Counseling Center","127 Hills North, UMASS111 Thatcher Rd OFC 1Amherst, Massachusetts 01003-9361","http://www.umass.edu/counseling","Accredited",3,26000,500,0,0.3,0.13
"6769",28,"University of Memphis","University Counseling Center","214 Wilder TowerCounseling Center, University of MemphisMemphis, Tennessee 38152","http://www.memphis.edu/ctt","Accredited",4,25537,500,0,0.51,0.11
"6781",681,"University of Miami","University Counseling Center","P.O. Box 248186 Coral Gables, Florida 33124-5520","http://www.miami.edu/counseling-center","Accredited",3,26000,0,0,0.32,0.09
"6793",478,"University of Miami/Jackson Memorial Hospital","Medical School","1695 N.W. 9th AvenueSuite 2416Miami, Florida 33136","http://www.jacksonhealth.org/residents-fellows-psychology-internship.asp","Accredited",11,20000,300,0,0.44,0.1
"6805",260,"University of Michigan","University Counseling Center","3100 Michigan Union530 S. State StreetAnn Arbor, Michigan 48109-1349","http://www.umich.edu/~caps","Accredited",3,24400,350,0,0.37,0.09
"6817",816,"University of Michigan","Other","500 E. Washington St., Suite 100 Ann Arbor, Michigan 48104","http://mari.umich.edu/professional-training/clinical-psychology/placements/pre-doctoral-psychology-internship","Accredited",5,23000,350,100,0.27,0.18
"6829",818,"University of Minnesota","University Counseling Center","128 Pleasant Street SE340 Appleby HallMinneapolis, Minnesota 55455-0213","http://www.uccs.umn.edu","Accredited",4,24500,400,0,0.38,0.12
"6841",135,"University of Minnesota Medical School","Medical School","Mayo Mail Code 741420 Delaware Street, SoutheastMinneapolis, Minnesota 55455-0392","http://www.pediatrics.umn.edu/education/additional-training-programs/pediatrics-psychology-internship","Accredited",6,26000,300,300,0.42,0.19
"6853",47,"University of Mississippi Medical Center / VA Medical Center, Jackson","Consortium","2500 North State Street Jackson, Mississippi 39216-4505","http://psychologyconsortium.umc.edu/","Accredited",9,24843,0,0,0.57,0.2
"6865",90,"University of Missouri","University Counseling Center","119 Parker Hall Columbia, Missouri 65211-2340","http://counseling.missouri.edu","Accredited",4,27328,400,0,0.54,0.11
"6877",814,"University of Missouri-Kansas City","University Counseling Center","4825 Troost, Suite 206 Kansas City, Missouri 64110-2499","http://www.umkc.edu/counselingcenter","Accredited",2,22782,300,0,0.46,0.07
"6889",932,"University of Nebraska-Lincoln","University Counseling Center","213 University Health Center1500 U StreetLincoln, Nebraska 68588-0618","http://health.unl.edu/caps/intern","Not Accredited",2,24805,400,0,0.63,0.09
"6901",641,"University of New Hampshire","University Counseling Center","Smith Hall #3063 Garrison AvenueDurham, New Hampshire 03824-3556","http://www.unhcc.unh.edu/","Accredited",3,26580,450,0,0.49,0.08
"6913",220,"University of New Mexico Health Sciences Center","Academic Health Center","MSC09 50301 University of New MexicoAlbuquerque, New Mexico 87131-5631","http://psychiatry.unm.edu/education/clinicalpsych/index.html","Accredited",11,20500,350,150,0.58,0.13
"6925",687,"University of North Carolina at Chapel Hill","University Counseling Center","Campus Health ServicesCampus Box 7470Chapel Hill, North Carolina 27599-7470","http://campushealth.unc.edu (click on CAPS)","Accredited",4,24666,500,10,0.37,0.1
"6937",144,"University of North Carolina School of Medicine","Medical School","Clinical Psychology Internship, CB # 7160Chapel Hill, North Carolina 27599-7160","http://www.med.unc.edu/psych/education/psychology-internship","Accredited",9,25500,300,100,0.27,0.14
"6949",160,"University of North Dakota","University Counseling Center","University Counseling Center2891 2nd Ave. N., Stop 9042Grand Forks, North Dakota 58202","http://und.edu/health-wellness/counseling-center/education/psychology-internship.cfm","Accredited",3,25200,400,0,0.34,0.15
"6961",42,"University of Northern Colorado Counseling Center","University Counseling Center","Cassidy HallCampus Box 17Greeley, Colorado 80639","http://www.unco.edu/counseling/index.htm","Accredited",3,22000,400,0,0.44,0.12
"6973",235,"University of Notre Dame","University Counseling Center","Saint Liam HallP.O. Box 709Notre Dame, Indiana 46556-5693","http://ucc.nd.edu/","Accredited",3,25000,450,0,0.22,0.08
"6985",434,"University of Oregon","University Counseling Center","1590 E. 13th Avenue Eugene, Oregon 97403-1280","http://counseling.uoregon.edu/dnn/","Accredited",4,28000,500,0,0.31,0.12
"6997",72,"University of Ottawa","Community Mental Health Center","Vanier Building, Room 4031136 Jean-Jacques-LussierOttawa, Ontario K1N 6N5","http://www.socialsciences.uottawa.ca/psy/internship","Not Accredited",8,28500,0,0,0.63,0.42
"7009",292,"University of Pennsylvania","University Counseling Center","3624 Market StreetFirst FloorCAPS Philadelphia, Pennsylvania 19104-3246","http://www.vpul.upenn.edu/caps/","Accredited",5,27790,500,0,0.29,0.12
"7021",514,"University of Pittsburgh","University Counseling Center","Wellness Center119 University PlacePittsburgh, Pennsylvania 15260","http://www.studentaffairs.pitt.edu/cchome","Accredited",4,20000,450,0,0.14,0.14
"7033",784,"University of Puget Sound","University Counseling Center","1500 N. Warner AvenueBox 1035Tacoma, Washington 98416-1035","http://www.pugetsound.edu/student-life/counseling-health-and-wellness/graduate-training--internships","Not Accredited",3,24960,400,0,0.33,0.14
"7045",848,"University of Rochester School of Medicine and Dentistry","Medical School","300 Crittenden Boulevard Rochester, New York 14642-8409","http://www.urmc.rochester.edu/smd/psych/educ_train/training/doctoral/","Accredited",8,25750,0,0,0.6,0.18
"7057",353,"University of San Diego","University Counseling Center","300 Serra Hall5998 Alcala ParkSan Diego, California 92110","http://www.sandiego.edu/usdcc/","Accredited",3,25334,450,0,0.16,0.08
"7069",85,"University of San Francisco","University Counseling Center","2130 Fulton Street San Francisco, California 94117","http://www.usfca.edu/caps/","Accredited",4,25350,500,0,0.22,0.18
"7081",422,"University of South Carolina","University Counseling Center","1701 College StClose Hipp Building, 5th FloorColumbia, South Carolina 29208","http://www.sa.sc.edu/shs/chdc","Accredited",3,24000,450,0,0.29,0.17
"7093",372,"University of South Florida","University Counseling Center","SVC 21244202 E. Fowler AveTampa, Florida 33620-6970","http://www.usf.edu/counsel/","Accredited",3,26000,500,25,0.33,0.15
"7105",301,"University of Southern California","University Counseling Center","University of Southern CaliforniaStudent Counseling Services1031 West 34th Street, Suite 304 Los Angeles, California 90089","http://www.usc.edu/counseling","Accredited",4,26778,500,0,0.23,0.13
"7117",37,"University of St. Thomas","University Counseling Center","Mail #40402115 Summit AveSt. Paul, Minnesota 55105-1096","http://www.stthomas.edu/psychinternship/","Accredited",3,25410,300,0,0.33,0.12
"7129",216,"University of Tennessee Health Science Center","Consortium","University of Tennessee Professional Professional Psychology Internship Consortium711 Jefferson AvenueMemphis, Tennessee 38105-5126","http://www.uthsc.edu/psych/interns/","Accredited",5,20300,400,0,0.39,0.1
"7141",487,"University of Texas at Dallas","University Counseling Center","800 W. Campbell Rd., SSB 45Richardson, Texas 75080-3021","http://www.utdallas.edu/counseling/","Accredited",3,30420,400,0,0.35,0.12
"7153",505,"University of Texas Health Science Center at San Antonio","Medical School","7703 Floyd Curl Drive San Antonio, Texas 78229-3900","http://psychiatry.uthscsa.edu/Clinical_Psychology/Clinical_Psychology_Home.asp","Accredited",10,21569,0,0,0.31,0.19
"7165",1589,"University of Texas Health Science Center at Tyler","Academic Health Center","UTHSCTyler11937 U.S. Hwy 271Tyler, Texas 75708","http://www.uthealth.org","Not Accredited",6,24500,0,0,0.4,0.67
"7177",913,"University of Texas Health Science Center, Houston","Academic Health Center","UTHealth Doctoral Psychology Internship ProgramDepartment of Psychiatry & Behavioral Sciences1941 East Rd. Houston, Texas 77054","https://med.uth.edu/psychiatry/education/internship/","Not Accredited",5,30000,500,200,0.48,0.33
"7189",680,"University of the Pacific","University Counseling Center","Pacific CAPSCowell Wellness Center3601 Pacific Avenue Stockton , California 95211","http://www.pacific.edu/CAPS","Accredited",3,25000,500,0,0.31,0.14
"7201",469,"University of Utah","University Counseling Center","University Counseling CenterUniversity of Utah201 South 1460 East, Room 426 Salt Lake City, Utah 84112-9061","http://counselingcenter.utah.edu/","Accredited",4,25548,350,0,0.51,0.12
"7213",6,"University of Virginia","University Counseling Center","Counseling and Psychological ServicesP.O. Box 800760Charlottesville, Virginia 22908","http://www.virginia.edu/studenthealth/interndefault.html","Accredited",3,25200,430,0,0.27,0.12
"7225",241,"University of Washington Counseling Center","University Counseling Center","401 Schmitz HallBox 3558301410 NE Campus Parkway Seattle, Washington 98195-5830","http://www.counseling.uw.edu/","Accredited",3,25056,500,0,0.26,0.1
"7237",222,"University of Washington School of Medicine","Medical School","Box 3565601959 NE Pacific StSeattle, Washington 98195-6560","http://www.depts.washington.edu/psychweb","Accredited",12,25000,0,0,0.39,0.15
"7249",266,"University of Washington Tacoma","University Counseling Center","1900 Commerce St.Box 358423Tacoma, Washington 98402-3100","http://www.tacoma.washington.edu/studentaffairs/SHW/","Not Accredited",2,26064,300,50,0.38,0.1
"7261",377,"University of Wisconsin","Medical School","Wisconsin Psychiatric Institute and Clinics (WISPIC)6001 Research Park Blvd.Madison, Wisconsin 53719-1176","http://www.psychiatry.wisc.edu/uwpClinical.html","Accredited",7,23350,500,100,0.33,0.12
"7273",348,"University of Wisconsin - Madison Counseling & Mental Health Services","University Counseling Center","333 East Campus Mall, Room 7439 Madison, Wisconsin 53715-1381","http://www.uhs.wisc.edu/uw-internship/","Accredited",4,27500,350,0,0.47,0.1
"7285",1441,"University of Wisconsin- Whitewater","University Counseling Center","710 W. Starin Rd.Ambrose Health CenterUniversity Health & Counseling Services Whitewater, Wisconsin 53190","http://www.uww.edu/uhcs","Not Accredited",2,25000,300,0,0.86,0.33
"7297",395,"USC School of Medicine","Child/Adolescent Psychiatric or Pediatrics","4650 Sunset BoulevardMailstop 115Los Angeles, California 90027","http://www.uscuceddtraining.net","Accredited",10,27000,500,100,0.32,0.17
"7309",7,"Utah State Hospital","State/County/Other Public Hospital","P.O. Box 2701300 East Center StreetProvo, Utah 84603-0270","http://ush.utah.gov/psychology-training/","Accredited",3,21000,350,150,0.6,0.07
"7321",168,"Utah State University","University Counseling Center","0115 Old Main Hill Logan, Utah 84322-0115","http://www.usu.edu/counseling","Accredited",3,25000,450,0,0.31,0.13
"7333",248,"Utah Valley University","University Counseling Center","800 West University Parkway MS #200 Orem , Utah 84058-5999","http://www.uvu.edu/studenthealth","Not Accredited",2,24000,450,50,0.44,0.17
"7345",744,"VA - Los Angeles Ambulatory Care Center","Veterans Affairs Medical Center","351 E. Temple Street Los Angeles, California 90012-3328","http://www.psychologytraining.va.gov/losangeles","Accredited",4,26807,500,150,0.47,0.09
"7357",721,"VA Ann Arbor Healthcare System","Veterans Affairs Medical Center","2215 Fuller Road Ann Arbor, Michigan 48105-2300","http://www.annarbor.va.gov/careers/psychologytraining.asp","Accredited",12,26059,250,200,0,Inf
"7369",666,"VA Black Hills Health Care System","Veterans Affairs Medical Center","113 Comanche RoadMHS-4-FMFort Meade, South Dakota 57741","http://www.blackhills.va.gov/PSYCHOLOGY_INTERNSHIP.asp","Accredited",3,23974,250,50,0.33,0.11
"7381",866,"VA Caribbean Healthcare System","Veterans Affairs Medical Center","10 Calle Casia116BSan Juan, Puerto Rico 00921-3201","http://www.caribbean.va.gov/edprograms/psychology.asp","Accredited",4,24014,400,100,0.44,0.21
"7393",141,"VA Central Iowa Healthcare System","Veterans Affairs Medical Center","3600 30th Street Des Moines, Iowa 50310","http://www.centraliowa.va.gov/services/Psychology_Internship_Program.asp","Accredited",3,23974,200,0,0.24,0.21
"7405",803,"VA Central Western Massachusetts Health Care System","Veterans Affairs Medical Center","421 N. Main Street Leeds, Massachusetts 01053-9714","http://www.centralwesternmass.va.gov/careers/psychologytraining.asp","Accredited",6,26290,0,0,0.4,0.14
"7417",386,"VA Connecticut Healthcare System","Veterans Affairs Medical Center","950 Campbell Avenue West Haven, Connecticut 06516","http://www.connecticut.va.gov/careers/psychologytraining.asp","Accredited",9,26422,0,0,0.42,0.1
"7429",698,"VA Eastern Kansas (Leavenworth/Topeka) Healthcare System","Veterans Affairs Medical Center","4101 S. 4th St.Psychology Training Program (L-116)Leavenworth, Kansas 66048","http://www.topeka.va.gov/Psychology/Psychology_Internship.asp","Accredited",8,23974,500,50,0.57,0.14
"7441",830,"VA Hudson Valley Health Care System, Montrose Campus.","Veterans Affairs Medical Center","P.O. Box 100/Albany Post Road Montrose, New York 10548-0100","http://Training Directors: Thomas I. Stracuzzi, Ph.D. & Yitzchak B. Rosman, Psy.D. (yitzchak,rosman@va.gov)","Accredited",4,27031,600,150,0.49,0.1
"7453",429,"VA Illiana Health Care System","Veterans Affairs Medical Center","Psychology Training Program1900 E. Main Street (116)Danville, Illinois 61832-5198","http://www.danville.va.gov/Psychology_Internship_and_Practicum_Programs.asp","Accredited",5,23974,0,0,0.39,0.11
"7465",576,"VA Long Beach Healthcare System","Veterans Affairs Medical Center","MH/Psychology (06/116B)5901 East Seventh StreetLong Beach, California 90822-5201","http://www.longbeach.va.gov/careers/PsychologyTraining_.asp","Accredited",8,26704,450,100,0.43,0.09
"7477",539,"VA Maine Healthcare System (formerly Togus VAMC)","Veterans Affairs Medical Center","VA Maine Healthcare System1 VA Center (116B)Augusta, Maine 04330","http://www.maine.va.gov/psychtrain/","Accredited",3,23974,0,0,0.52,0.06
"7489",597,"VA Maryland Health Care System/University of Maryland School of Medicine","Consortium","10 N. Greene StreetAttn: Mental Health Executive Office 6C-164 (Jade Wolfman-Charles)Baltimore, Maryland 21201","http://www.maryland.va.gov/services/mentalhealth/internintro.asp","Accredited",15,26086,250,50,0.48,0.13
"7501",836,"VA Medical Center, Battle Creek","Veterans Affairs Medical Center","5500 Armstrong Road Battle Creek, Michigan 49037-7314","http://www.battlecreek.va.gov/careers/Battle_Creek_Psychology_Training_Programs.asp","Accredited",5,23974,0,0,0.5,0.09
"7513",846,"VA Medical Center, Brooklyn Campus of the NY Harbor Healthcare System","Veterans Affairs Medical Center","800 Poly Place116BBrooklyn, New York 11209","http://www.nyharbor.va.gov/docs/psychinternbk.pdf","Accredited",7,27031,0,0,0.25,0.18
"7525",745,"VA Medical Center, DC","Veterans Affairs Medical Center","116B50 Irving Street, N. W.Washington, District of Columbia 20422-0001","http://www.washingtondc.va.gov","Accredited",5,26086,700,0,0.15,0.21
"7537",638,"VA Medical Center, Denver - Eastern Colorado Health Care System","Veterans Affairs Medical Center","1055 Clermont Street #116B Denver, Colorado 80220-3802","http://www.psychologytraining.va.gov/denver/","Accredited",6,25815,500,75,0.29,0.15
"7549",747,"VA Medical Center, Durham","Veterans Affairs Medical Center","Psychology Service (116B)Mental Health Service Line508 Fulton Street Durham, North Carolina 27705-3875","http://www.durham.va.gov/services/Psychology_Training.asp","Accredited",8,24704,400,100,0.35,0.14
"7561",54,"VA Medical Center, Milwaukee","Veterans Affairs Medical Center","5000 W. National Ave Milwaukee, Wisconsin 53295-1000","http://www.psychologytraining.va.gov","Accredited",8,24801,400,50,0.28,0.18
"7573",732,"VA Medical Center, Salem","Veterans Affairs Medical Center","1970 Roanoke Boulevard116CSalem, Virginia 24153-6478","http://www.salem.va.gov/services/psychology.asp","Accredited",4,23974,350,0,0.38,0.09
"7585",809,"VA Medical Center, San Francisco","Veterans Affairs Medical Center","4150 Clement Street 116B San Francisco, California 94121","http://www.sanfrancisco.va.gov/education/psychologytraining.asp","Accredited",5,28382,0,0,0.18,0.16
"7597",274,"VA Medical Center, Syracuse","Veterans Affairs Medical Center","800 Irving Avenue Syracuse, New York 13210-2796","http://www.syracuse.va.gov/psychintern/index.asp","Accredited",4,24635,0,0,0.39,0.14
"7609",1443,"VA Montana, Fort Harrison Medical Center","Veterans Affairs Medical Center","3687 Veteran's DrivePO Box 1400Fort Harrison, Montana 59636","http://vaww.montana.va.gov/","Not Accredited",3,23974,0,0,0.59,0.16
"7621",873,"VA Nebraska-Western Iowa Health Care System","Veterans Affairs Medical Center","600 South 70th Street (116) Lincoln, Nebraska 68510","http://www.nebraska.va.gov/nemprov/Student_Training_Information/Psychology_Internship.asp","Accredited",7,23974,250,10,0.48,0.21
"7633",694,"VA North Texas Health Care System","Veterans Affairs Medical Center","4500 S. Lancaster Road Dallas, Texas 75216-7191","http://www.northtexas.va.gov/psychology/","Accredited",8,25341,800,0,0.58,0.1
"7645",307,"VA Northern California Health Care System","Veterans Affairs Medical Center","Mental Health Service (116)150 Muir RoadMartinez, California 94553-4695","http://www.psychologytraining.va.gov/northerncalifornia/","Accredited",5,28382,250,150,0.23,0.13
"7657",579,"VA Palo Alto Health Care System","Veterans Affairs Medical Center","3801 Miranda Avenue Palo Alto, California 94304-1290","http://www.paloalto.va.gov/services/mental/PsychologyTraining.asp","Accredited",15,28508,300,50,0.37,0.15
"7669",45,"VA Pittsburgh Healthcare System","Veterans Affairs Medical Center","Behavioral Health 116A-UUniversity Drive CPittsburgh, Pennsylvania 15240-1001","http://www.pittsburgh.va.gov/Trainee/psychology.asp","Accredited",6,24438,300,50,0.36,0.1
"7681",794,"VA Puget Sound - American Lake","Veterans Affairs Medical Center","9600 Veterans Drive SW Tacoma, Washington 98493-5000","http://www.pugetsound.va.gov/careers/mentalhealth.asp","Accredited",8,25580,0,0,0,Inf
"7693",710,"VA Puget Sound, Seattle","Veterans Affairs Medical Center","1660 South Columbian Way Seattle, Washington 98108","http://www.pugetsound.va.gov/careers/mentalhealth.asp","Accredited",9,25580,300,50,0.24,0.17
"7705",477,"VA Salt Lake City Health Care System","Veterans Affairs Medical Center","500 Foothill Drive Mental Health Administrationc/o Mari Hanson 116A Salt Lake City, Utah 84148","http://www.saltlakecity.va.gov/psychology_training.asp","Accredited",8,23974,400,100,0.32,0.15
"7717",62,"VA San Diego Healthcare System/University of California, San Diego","Medical School","VASDHS 3350 La Jolla Village DrSan Diego, California 92161","http://psychiatry.ucsd.edu/education/Programs/Pages/psychology-internship.aspx","Accredited",20,26080,0,0,0.33,0.2
"7729",740,"VA Sepulveda Ambulatory Care Center","Veterans Affairs Medical Center","16111 Plummer Street North Hills, California 91343","http://www.losangeles.va.gov/trainee/","Accredited",6,26704,400,100,0.33,0.13
"7741",230,"VA Sierra Nevada Health Care System","Veterans Affairs Medical Center","975 Kirman Avenue Reno, Nevada 89502-2597","http://www.reno.va.gov/Psychology_Internship_Program.asp","Accredited",4,23974,500,300,0.38,0.14
"7753",1576,"VA Southern Nevada Healthcare System","Veterans Affairs Medical Center","VA Southern Nevada Healthcare SystemBehavioral Health Service6900 North Pecos Road North Las Vegas, Nevada 89086","http://www.lasvegas.va.gov/Psychology_Training.asp","Not Accredited",3,24056,500,50,0.9,0.17
"7765",1437,"VA Southern Oregon Rehabilitation Center and Clinics (SORCC)","Veterans Affairs Medical Center","8495 Crater Lake Hwy White City, Oregon 97503","http://www.southernoregon.va.gov/psychology_Training.asp","Not Accredited",3,23974,0,0,0.58,0.1
